Author,Comment
@hieuho526,Công Vinh cố gắng đến mấy cũng không thể bằng Văn Quyến ngày xưa<br>Văn Quyến cố gắng đến mấy cũng chẳng bằng Công Vinh hiện tại
@tiendunghoang5559,Đen thôi. Đỏ quên đi
@Funny-e4d,Anh chàng đem lại cảm xúc nhất mà tôi có. Nhớ mãi cú vô lê vào lưới thái lan tại segame. Đến bây giờ nhắc lại hầu như những ng lớn tuổi ai cũng biết tới anh<br>Văn quyến. Tiếc nuối cho một tài năng thiên bẩm
@just-some-random-music,cũng năm ấy có hùynh quốc anh dính chàm và sau này trở lại thậm chí giành quả bóng vàng. còn quyến thì mãi chỉ là nuối tiếc
@quocthang5897,van thik van quyen nhat
@uongtang1534,Thần đồng Văn Quyến quả k sai
@triucnguyen2112,"Cũng về vấn đề này , anh hãy làm về Huỳnh Quốc Anh ( SHB Đà Nẵng) <br>Cũng đã dính chàm trong vụ bán độ năm đó<br>Nhưng sau này đã quay trở lại rất mạnh mẽ giúp đội bóng quê nhà dành được thành công, và cũng được triệu tập trở lại đội tuyển quốc gia nhờ những sự cố gắng làm lại của chính mình."
@hainguyenan3565,"Đồng quan điểm vs a.phải nói Quyến Béo là cầu thủ hay nhất mà VN sản sinh ra.mình có xem bóng từ hồi Sơn công chúa , Huỳnh Đức, Sỹ Hùng,... nhưng ấn tượng nhất vẫn là Phạm Văn Quyến."
@TheNguyenhason,Văn quyến tài năng tính đến giờ là số 1 trong lịch sử
@nguyenquochuy6807,Khi Thấy ad làm về Văn Quyến tôi đã nổi da gà.   Xl các bạn Công Vinh là ng đàn ông tốt thôi còn chơi bóng ở đất nc này k ai so đc vs Văn Quyến
@hoanduong9583,Mãi mãi là thần tượng <br>Đã 17 năm rồi a quyến ạ!
@KhoaNguyen-pz1jo,Câu anh là nhân vât đẩy đất nước vao thời kì đen tối nhất..  là quá sai nhá ad.. phải nói là đẩy nền bóng đá vn vào .. thì ok.
@hoangphuc-ii9fq,"rất rất nhiều tuyển thủ quốc gia ở thế hệ trước cả Quyến đã bán độ nhưng Quyến quá đen, làm chuột bạch cho cả hệ thống. nếu Quyến ko bị bắt thì giờ này lứa Quang Hải, Văn Hậu cũng dễ bán độ lắm! đối với cầu thủ mà nói, cá cược như kiểu doping giúp họ thăng hoa hơn. mà biết đâu đấy, vẫn có chú liều bán thì sao nhỉ?"
@giuminh22,Da Chang ra gi
@giuminh22,Công vinh can cu thoi
@ngocsuchannel3728,Còn nhớ như in pha vô lê đập đất vào lưới Thái .cảm xúc vô cùng
@RELAXMUSIC-pe9su,Giá mà  Văn Quyến không bán độ thì bóng đá Việt Nam không phải loay hoay kiếm cái huy chương vàng  bóng đá nam Seagame như  bây giờ ! Vẫn luôn yêu thích Văn Quyến !
@hungnguyennguyen4817,"Nói là phản bội đất nước thì hơi quá rồi đó Quân, đội tuyển vẫn thắng, vẫn vào vòng trong. Nhìn nhận khách quan thì dùng từ đó là quá nặng"
@giuminh22,Binh Luận hay
@laple1014,"Riêng mình lại đánh giá cao thế hệ Quang hải Văn Hậu hơn hết. Văn Quyến chỉ đơn giản là vượt trội hơn lứa cùng thế hệ thôi. Bóng đá hiện đại ngày nay kỹ thuật không thôi là chưa đủ. Thể lực, thể hình, giác quan chiến thuật và sự chuyên nghiệp góp phần lớn trong thành công của 1 cầu thủ.<br>Chốt lại: đừng so sánh vì không cùng đơn vị."
@anhphan856,Chuẩn thần đồng :)
@uchieutran9293,"Huyện Hưng Yên, Nghệ An?????  Nghệ An chỉ có Huyện Hưng Nguyên thôi ad nhé!"
@khanhquoc2212,"Người đầu tiên khiến tui yêu bóng đá ,theo dõi bóng đá VN"
@Tuan-pq3zt,"1 phút bốc đồng cả đời bốc c**,đáng tiếc cho một ng từng được coi là thần đồng của bóng đá VN."
@manhdung5857,Ngu thì chết chứ có gì đâu🖕🏻🖕🏻🖕🏻
@danhvobuioi9378,rất tiếc là lạc đường lạc lối
@inhthingovo5133,"người đưa tôi đến vơi trái bóng. Lần đầu tiên và duy nhất thấy ba em mua một tờ báo giấy để đọc, xong thấy ba ném xuống bàn với vẻ mặt thất vọng ,chạy lại xem thì mới thấy tin trang bìa &quot; Dù có mất 10 Văn Quyến cũng phải làm trong sạch nền bóng đá &quot; :(("
@dattong68,Vn lúc này chỉ còn thiếu một tiền đạo có kỹ năng chơi bóng như quyến nữa là hoàn thiện. Đang tiếc phượng lại chưa đạt tầm :/
@riri-xc3ml,nếu Văn Quyến đừng lạc lối thì không ai biết công vinh là thằng nào . ngồi dư bị mòn đít công vinh nhék
@tientruong7713,Chắc rất lâu mới có thêm thiên tài như văn quyến! Noi kiếp sợ của Thái lan
@ThanhNguyen-xe7ff,Đúng là một phút bốc đồng cả đời bốc cứt<br>Vết nhơ kg bao giờ hết. Từ ngày đó t căm thù cái tên quyến
@chienphanmbll5985,Thời dó nghèo nổi tiếng sớm quá nen chọn sai đường như em vẫn tha thứ cho anh yêu quý anh
@hungnguyentran0209,Clip ấn tượng nhất mình từng xem. Vẫn là anh ấy. Dù thề nào thì ah ấy vẫn mãi là thần tượng tuổi thơ của tôi.
@thanhtuyenbolero5729,"Thề luôn ngày xưa và bây giờ thích Văn Quyến,Quốc Vượng giã man"
@giangtb2009,"Không nói tới bán độ, chỉ xét khía cạnh chơi bóng thì xem Quyến đúng khác với phần còn lại cho đến hiện tại."
@lamnguyenvan4225,Chờ video đã lâu.cảm ơn a
@quangkhanhvu4365,Dân tộc là sự tộn vinh và trân trọng chứ ko thể chấp nhận kẻ mang ra bán nước !
@thucnguyen4020,Nhớ thời còn nhỏ xem anh đá xong trận là ra sân cầm quả bưởi vừa đá vừa hô văn quyến đang rê bóng đây vèo vèo vèo sút vào góc sân vào vào vào ... Thật tiếc cho anh ấy..
@ductuanchu1783,Huyện Hưng Nguyên Nghệ An ad nhé. Mình nghe bạn đọc là huyện Hưng Yên Nghệ An.
@ngongngotngao6903,Ko hiểu sao thấy thương quyến hơn trách
@minhnhat6357,"thực ra là 80 triệu đấy anh ơi, Quốc Vượng từng nói khai 20 triệu là để giảm nhẹ tội"
@Steven-cz3ly,Buồn cho A Quyến
@attogaming8982,Đang muốn a làm video về Văn Quyến không ngờ lại chùng hợp....
@giaoson8419,"Văn Quyến đúng chất sát thủ như Torres  vậy  , thật quá tiếc nuối"
@minhtri6677,😔😔 nhiều lúc tự nhiên giàu bất ngờ thì dễ bị sa ngã...
@LinhPham-sc2is,"Đáng tiếc, gần 20 năm VN vẫn chưa sản sinh ra thiên tài bóng đá thứ 2 như Văn Quyến. Có lẽ bóng đá ngày đó phát triển như bây h thì Văn Quyến đã k sa ngã"
@binhminhpham71,"Ít ra ông này còn có danh hiệu gì đó,chứ t.a mới thật sự tội nghiệp"
@binhminhpham71,"Ít ra ông này còn có danh hiệu gì đó,chứ t.a mới thật sự tội nghiệp"
@otuyen65,Chỉ Văn Quyến mới khiến người Thái sợ.
@Dgk-i5j,"<a href=""https://www.youtube.com/watch?v=5LxjFoypQo4&amp;t=419"">6:59</a> y chang siêu phẩm vào lưới tuyển Đức ở World Cup 2010 của Diego Forlan"
@NguyenNhan-fd7km,"Văn Quyến và Quang Hải là 2 cầu thủ mang lại nhiều cảm xúc cho ngườ hâm mộ nhất, tính tới thời điểm hiện tại"
@nhahoang9369,Xin 1 bài viết về cặp tiền vệ trung tâm cùng thời với văn quyến. Quốc vượng + hữu thắng. Cặp tiền vệ hay nhất vs mình. Trước khi thấy tuấn anh và hùng dũng đá
@TrungNguyen-gh1qg,Video nói về Văn Quyến khen thì khen thôi sao anh cứ phải lấy thế hệ bây giờ ra so sánh làm gì ? :)))<br>Còn so sánh như là &quot;lứa bây giờ không thể so sánh với lứa Văn Quyến về khía cạnh chơi bóng&quot; ???  Buồn cười thật :)
@homestudio5777,Là huyện hưng nghuyên chứ k phải hưng yên a nhé
@bonguyenvan877,Văn Quyến vẫn là cầu thủ hay nhất Việt Nam
@hoaicatvu4022,Dù thằng này có tài năng ra Sao bán độ thì là không thể nào chấp nhận được tôi thích  Lê Công Vinh mới  là tài năng thật sự
@tuonginhvan7028,Mình cũng chỉ thick văn quyến tu khi biết đến bóng đá
@nguyeno3659,"tôi vẫn còn nhớ pha ghi bàn đập đất vào lưới người Thái của Văn Quyến. theo tôi ky năng chơi bóng của Văn Quyến vẫn hơn lứa cầu thủ bây h, cái a thiếu là sự chuyên nghiệp."
@dinlevan235,Nhớ tết năm nào mua ảnh anh ấy về treo
@ungnhin8004,se ko bao gio Việt Nam! Có thêm 1 van quyen thu 2 đâu
@aihoang4516,Văn quyến bây giờ thành công trên con đường dẫn dắt đội hình trẻ SLNA ❤❤
@chươngđặng1,Nhìn quang hải bây giờ lại tiếc cho Quyến ngày đó...Tài năng số 1 mà lạc lối
@tojchelsea,"Thấy VQ e vào xem ngay :)<br>Hồi còn trẻ trâu nhờ quyến mà t mê bóng đá. Có quả bưởi cũng đá cả ngày, xuất ngày tự coi mình là văn quyến."
@chimta2528,Dẫu sao cũng là ng mình rất thích .bh vẫn ko có cầu thủ nào để lại ấn tượng như quyến .thật tiếc .đời người ai cũng sai lầm .nhưng vẫn có thể khắc phục sai lầm ntn .còn quyến sai lầm của quyến là mãi mãi ko bao giờ khắc phục lại dk .<br>Thôi chúc quyến nhiều sk .gd ấm cũng là dk rồi
@thethanhduong6,Dù ntn ở Việt nam hiện tại vẫn chưa có người thứ 2 như vậy
@hoangonhat7041,Nhớ mãi quả băng rôn: &quot; mua nhà Hà Nội cho Quyến đi&quot; <br>Cảm xúc ngày ấy...
@huythanhnguyen4282,Nhìn văn quyến lại nhớ rô béo.
@phananhtuan547,Huyện hưng nguyên chi k fai hưng yên
@sonong5993,"Văn quyến mà cùng thời với quang hải,văn hậu thì cả châu á phải khiếp sợ"
@lehieu5308,Chờ clip về văn quyến lâu rồi anh ạ.quá tiếc
@iienquanclip6141,A Quân làm thêm về hồng sơn đi cầu thủ huyền thoại của việt nam
@hoankid91,thẳng thắn mà nói VQ không phản bội tổ quốc và ng hâm mộ vì anh và đồng đội không đá để đội tuyển thua mà đá để duy trì tỉ số có lợi cho nhà cái vì chung cuộc VN vẫn thắng. nếu nói phản bội thì là phản bội những người hâm mộ đỏ đen mang tiền đặt cửa VN thắng đậm mà thôi.
@s300vn,Dân tộc ta vẫn có những người tài từ xưa đến nay. Vì 1 sự thật nghiệt ngã Bác đã có câu nói:&quot;người có tài mà ko có đức chỉ là vô dụng&quot;
@vanbata2092,.
@VinhNguyen-fx4up,đm mấy anh cấp cao đá tài m lại cho xỉu thì chả bị bắt.
@aimiennui5111,Chưa bg t hâm mộ hắn..
@ucNguyen-zp8ro,cần 1 video về công vinh nữa a ơi
@TuanPham-oy8sk,"Văn quyến đúng là có phẩm chất thần đồng , nhưng mà cũng chưa đến mức thần thánh quá đâu , trc khi vq bán độ năm 2005 thì công vinh đã dành quả bóng vàng Việt Nam! 2004 ,năm đó vq còn k đc triệu tập đi tham dự tiger cúp"
@SonTran-px6ty,"Thần đồng lạc lối, nghe mà đau lòng quá. 😪<br>Thật sự tiếc, xem lại vẫn sởn da gà"
@tienthangcao1386,"A ơi a làm video về Công Vinh đi ạ, Huyền thoại thực sự của Việt Nam"
@toquangngoc9921,Ăn mày dĩ vãng. Văn Quyến chưa đủ tuổi với CV9 nữa là so với Quang Hải :facepalm:<br>Chả hiểu thể loại cầu thủ  toả sáng 1 mùa mà bảo QH ko sánh bằng. <br>Quá thất vọng với cái video này ngay từ  mở đầu.
@tranuc4971,Idol của tôi
@buithanhgiang,cảm ơn anh lần đầu tiên được nghe về Văn Quyến idol 1 thời
@minchan2223,Huyền thoại Việt Nam anh còn chưa làm về ai. Lại làm về thằng bán độ đầu tiên =))) hài hước
@yenpham787,Hay cũng ko đc cúp nào
@kienbui7350,"Thế hệ 8x đầu 9x thực sự coi Văn Quyến is the best, gạt qua chuyện tội lỗi thì tài năng của a khó ai có thể phủ định"
@TiepAK,tài gì thì vẫn là thằng bán độ
@dannguyendinh9551,Tiếc cho 1 tài năng lớn của bóng đá nước nhà
@namdinh8556,Trời đất ơi. Hãy nhìn anh ấy mà xem. Nếu anh ấy sinh ra ở thời điểm hiện tại thì chúng ta sẽ có một tiền đạo đẳng cấp như thế. Có thể vươn đến Châu Á or có thể là Châu Âu. Thật đáng tiếc cho một thiên tài
@tovandan209,That tiec cho mot tai nan cua bong  da nuoc nha
@Thanhhoan_Cao,Rất chính xác a ak. Thật sung sướng nếu như a ấy k bán độ. Và đẳng cấp khi làm lu mờ Vinh.
@neverdie9082,Cảm ơn anh nhiều lắm ạ. Cuối cùng điều em đã mơ đã đến. 😤❤️
@nhatlee795,Thời 2003-2004 nhà nào cũng có hình văn quyến dán ở tường
@gaugaugau8852,Mong chú ra video về coutinho
@thaiieu3880,Rất tiếc cho một thần đồng bóng đá Việt Nam
@monam9749,Người lấy đi nhiều nước mắt nhất đối với người hâm mộ bóng đá việt nam
@vuidovan8164,Tiếc quá cậu bé vàng
@manhle9854,A Quân làm về Thành Lương đi ạ
@quehuong486,Trâu vàng chứ không phải rồng vàng nhá
@changdemen,"Thiệt cha này nghĩ sao so sánh lứa Quang Hải vs thằng Quyến bán độ này, thằng bán độ đó trình ao làng còn chưa được danh hiệu nào. Ghi được 1 vài bàn vào mấy cái đội ao làng rồi tân bốc như gì, đòi so sánh vs mấy cầu thủ Nam Mỹ, rồi lứa Quang Hải ko bằng thằng Quyến này, nực cười, bớt đi ông nội. So với ku Công Phượng đã tới chưa đòi so với Quang Hải."
@cr7vlos25,Văn quyến là thần đồng
@ThanhAn1622,"Cầu thủ tài năng nhất bóng đá vn, bao nhiêu năm vẫn k có cầu thủ nào sánh ngang hàng vs vq"
@ongvu8651,Cũng giống nhiều ngôi sao thế giới.trẻ bùng nổ thăng hoa để rồi ko giữ đk mình
@manhbui7854,Văn quyến có lẽ là cầu thủ hay nhất vn mọi thời đại nếu anh k dính vào vụ bán độ đó
@vanphongsoyte2768,Bao giờ VN mới có ng thứ 2 như Quyến đây ?
@ngocnguyen-zn9hb,Bài hay quá....
@hoanothe1722,làm về Lê Công Vinh đi a
@phanvanphu9223,Văn Quyến mà không bán độ thì chắc bây giờ Thủy Tiên là vợ anh rồi
@quyhoang2822,Tiếc
@phonghuynh361,Nay tui 30 tuổi. Đối vs tui thần tượng chỉ đúng 1 mình văn quyến cho tới tận bây h
@phannhan2158,Giờ mà có văn quyến vn chắc mạnh lắm
@khailuong9381,"anh làm video hay quá, giọng nói và văn phong quá tuyệt vời"
@phannhan2158,văn quyến là số 1
@ronnguyennoinhotinhtoi4524,Ad lam video ban do cua van quyen luon nha
@Cuongthuythu,Từ trước đến giờ việt nam mình ko thiếu tài năng chỉ thiếu HLV giỏi thôi
@locang8492,Tài đi đôi với tật.....bởi z mới thấy messi xứng đáng là cầu thủ vĩ đại nhất thế giới...thần đồng chăm chỉ mà không ăn chơi...chung thủy...messi vĩ đại
@nhulequang4408,"Người Thái năm đó từng nói : Không sợ bất kỳ ai, chỉ sợ mỗi Văn Quyến"
@Neymarjr-yq3jd,Trận đấu đó thắng là dc rồi có thua đâu mà bắt phạt làm gì cảnh cáo là dc rồi
@lekien5030,Ước chi hiện tại chúng ta có 1 sát thủ như Q
@blackhung9467,Tiếc cho a và người hâm mộ việt nam quá
@komori-op7ok,A là bài học đắt giá nhất cho những lứa cầu thủ sau này..
@DuongCave,"Ngày xưa những năm 2002-2003 bố tôi cho 10k đi chợ tết tôi đã bỏ ra 2k để mua hình Văn Quyến về treo đầu giường . Nhưng rồi sau đó tôi đã phải gỡ xuống vì bị bạn bè chỉ trích vì thần tượng 1 người bán độ 🙂 tôi đã khóc khi phải tự tay đốt hình của người tôi yêu thích . 1 thằng con nít 15 tuổi bị  người ta chê cười vì yêu mến người bán độ đầu tiên trong bóng đá tại Việt Nam,  từ đó tôi từ yêu thích tôi đã hận hận lắm các bạn ạ"
