Author,Comment
@chuyenquaysunggarantv3300,Tù trưởng
@thuychiduongtruc8704,bắn độ cũng là phản bội
@lucvo1586,Nghệ an k có hưng yên
@duykhangnguyen8472,Bàn chân vàng trong làng bán độ
@lachong928,Ngu thì chết
@pamapple8253,"Văn Quyến là thần đồng của bóng đá Việt Nam, những tên tuổi khác như Quang Hải, Văn Hậu, Hồng Sơn, Huỳnh Đức là các tài năng được giáo dục tử tế. Văn Quyến mà sinh cùng lứa với lứa hiện tại thì bóng đá VN sẽ mạnh hơn rất nhiều"
@HoangNguyen-ov5ds,"Xàm hết mức.<br>Thời Văn Quyến thì giỏi thật. Nhưng xin thưa, đó là so với thế hệ ấy thôi.<br>Lứa Quang Hải , Văn Hậu.. bây giờ Đẳng cấp về kĩ năng, và nhiều kĩ năng mềm hơn nhiều.<br>BTV ANH QUÂN có cái nhìn phiến diện, tung hô quá mức... Cái gì cũng tung hô lên mây xanh. <br>Xin thưa một câu ANH QUÂN ạ, Văn Quyến có giỏi hơn nữa thì vẫn chưa thể gọi là Thần Đồng Bóng Đá được. Gọi tài năng thì còn được. Thân mang trọng trách khách quan, thì nên chú tâm hơn về cách dùng từ cho đúng BTV Anh Quân ạ."
@huyen2686,"Tiếc , tiếc đi một tài năng người dk mệnh danh thần rồng bóng đá vn"
@shanz3851,Làm về cái thằng bán nước này làm gì ? Bao nhiêu hy vọng  tin tưởng tình cảm  của người dân cả nước dành cho nó mà nó vì tiền bán cái niềm tin đó đi ... với t nó k khác gì đống rác cả
@QuocHuyTT311,"Sống trên đời, ùi ai cũng mắc sai lầm cả. Ko nhiều, thì ít. Thôi thì cứ bơ đi mà sống nhé a. VQ10"
@vietnamese9628,"1985 nhe, pvq tung noi"
@kenhthanhly5757,Tội đồ nghìn năm
@thanhphan-fd7hh,tiec qua quyen oi
@huongpham4035,thần tượng một thời của tui 😶
@VuongPro94,"Quá buồn cho VQ. Mặc dù Quyến ko thành công nhưng tôi nói thật, ai trong chúng ta khi có tin về VQ ai cũng đều lao vào đọc cả thôi. Ai cũng tiếc cho Quyến"
@kienthucaihoc2819,BẢN LK CỰC HAY NHA MỌI NGƯỜI https://www.youtube.com/watch?v=00k-GqTQy-I
@hieuduc59,"Chưa chắc đã là thiên tài, vì chưa có j gọi là danh hiệu"
@nhunglo9200,37 là vậy có tài mà lắm tật
@phamdangkhoatb,Bài học đắt giá.
@uctoannguyen489,"Quyến mà sinh cùng thời vs lứa quang hải,văn hậu thì có lẽ đã khác"
@muoicr8273,"Anh mãi mãi trong tym tôi,cầu thủ gắn vs tuổi thơ của tôi....,anh có thể đã lạc lối nhưng hình ảnh của anh ko bao giờ lạc lối trong tym tôi"
@hangthuymai-n1365,Bác Hồ dạy rồi &quot; có tài mà ko có đức là người vô dụng. Có tài năng thôi chưa đủ mà cần có đạo đức nhân cách nữa. Rất tiếc cho a.
@HuyNguyen-vu7ey,nếu Văn Quyến không bán độ có lẽ giờ Công Vinh vẫn chả được như bây giờ
@nomphaj3020,Bây giờ xem lại quá khứ có lẽ anh chỉ ngồi khóc như mưa một mình<br>Hành vi của anh là ko thể tha thứ<br>Đau lòng cho một thiên tài
@hoangtran-kh7kf,"Chuyện qua lâu rồi, bới ra chi vậy"
@nomphaj3020,Những siêu sao thế giới hiện tại để họ giữ đc một đẳng cấp cao chơi bóng thì bản thân họ rất kỷ luật và chuyên nghiệp<br>Kỷ luật là điều làm nên một ngôi sao đến một siêu sao
@manht8762,Nhớ ngày học lớp 9 khi đá bóng ai cũng nhận mình là họ văn. Văn mạnh văn Mão văn hiến
@tichha8034,Thiên tài cái quần que chứ thiên tài gy tâm này
@minionxsv,"😌😌 ko bằng Quang Hải , Văn Hậu đc"
@tamhoangduy4727,Thôi.buồn ỉa lắm
@hoaithuongofficial3872,Hồi đó nhà nước k có nhiều thưởng nóng. Cuộc sống nghèo khổ nên mới xảy ra như thế. Sau này thế nào thì chưa biết. Nhưng hiện tại không bao giờ ai qua được văn quyến. Đẳng cấp.
@phucan131,Không thể sánh ngang =]] xin phép Unsubscribe anh cái.  Quyến tài chả ai chối cãi nhưng đừng so sánh kiểu thế. LÀM ĐƯỢC CÁI QUÁI GÌ CHO QUỐC GIA ? Chưa đáng xách dép cho Công Vinh chứ đừng nói tới Quang Hải. <br>Tôi quý rất nhiều người Nghệ tài năng trừ Quyến  - Vượng - Huy Hoàng.<br>NHỮNG THẰNG BÁN RẺ DANH DỰ QUỐC GIA KHÔNG BAO GIỜ ĐÁNG ĐỂ NHẮC TỚI !
@xuongtran2356,Fan mk lúc nhỏ chuA có dt chưa có mạng có tivi kết anh lm
@haithengoo1340,Cầu thủ mình hâm mộ nhất bóng đá vn. Nếu không lạc lối thì công vinh cũng không có cơ hội được như ngày hôm nay
@transyk8746,lúc trước hay mua ah nó về làm giấy đi vệ sinh
@kimchinguyen1507,H thì còn ít người nhớ văn quyến ..tài em.. hồng sơn  <br>:)) 1 huyền thoại sống ..
@congva,Ở gần nhà tao vq
@trunghieupham7154,Quyến là nạn nhân thôi.Đường Quyến đi có người dắt rồi.
@VinhEm,"Nếu như bóng đá VN ko có những lần bán độ,thì nên bóng đá VN giờ đã vươn xa TL rất rất nhiều"
@ainam2296,"Văn Quyến hay nhưng ko có nghĩa BLV thuyết minh so sánh với thế hệ Quang Hải Văn Hậu ,... nó chỉ gây thêm sự mất đoàn kết. Còn nếu so sánh thì cứ nhìn vào kết quả mà so sánh. Thành tích của ai hơn ai."
@VinhNguyen-nh5nf,Thằng tù trưởng văn quyết đá như lol. Con rể bầu hiển
@sangphan-b9m,Ít ỏi con khỉ 20tr muôi mấy năm trước cả 100tr bây giờ và hồi xưa lương 3 cọc 3 đồng nhà tài trợ cũng khong như bây giờ.
@Xyz2020.,"Trong lịch sử bóng đá Vn. Văn Quyến chỉ VQ mới xứng đáng mang áo số 10, một trung phong thiên bẩm. Kể cả Huỳnh Đức cũng chỉ khiên cưởng trung phong mà thôi. VQ như một Michel Owen thực sự"
@ongtaynambac8835,Rồi h VQ lm gì ở đâu?... Mn bik k
@doanhta1095,"qua tiếc cho quyến,khong  thì  thằng vinh làm gì có cửa"
@ngochieudao31,Đâu chỉ có mình VQ bán độ nhiều cầu thủ khác thời bấy h chả bán độ chỉ là họ may mắn hơn là chưa bị lộ thôi. Thật đáng tiếc cho 1 thiên tài ko gặp thời
@ena8387,Ad ơi! HƯNG NGUYÊN KO PHẢI HƯNG YÊN ĐÂU NHÉ
@tuannguyen8340,cũng vì đồng tiền. hồi đó tiền còn ít lương bóng đá bèo bọt chứ k như bh nhiều thưởng và nhiều nguồn đầu tư.
@phutritruong4155,Có tài ! Nhưng khg có Đức!  Xin đừng nhắc tên họ thằng nầy ! Khg có nó bóng đá Việt Nam mới có ngày nay !
@hanhnguyenlam7564,nhớ khi nhỏ t đi chợ có mua được cái ảnh của văn quyến thế là về nhà dán . được thời gian thì văn quyến gặp chuyện  . xong bọn bạn chị gái t tới chơi  nó thấy dán lên tường nó giật xé luôn . t điên máu lăn ra khóc luôn 😅😅😅😅
@HoanDuong-ox6ov,Sau vụ này tôi bỏ xem đá bóng luôn 😔😔
@hanmivolg2990,Thằng công vinh là thằng đay tô cáo vq . Vì chỉ là cái bóng của vq .  Nể sự tài năng của vq
@hanmivolg2990,V Q là cầu thủ đầu tiên ghi  bàn vào dội tuyển hàn quốc .
@cuongrauotohd5049,V.Quyến một tiền đạo gắn liền với tuổi thơ
@QuanNguyen-xf6km,tiếc  thật nhưng sự thật Tôi nghĩ ad ko biết thì đừng nói ra như mình đã biết.lúc đó quyến đã lớn s. nghĩ cũng lớn Cho dù 20tr khi đó bằng 200tr b. gio bạn nghĩ bạn sẽ hy sinh sự nghiệp và tài sản của mình vì số tiền nhỏ nhoi đó.tôi yêu thích bóng đá tìm tòi kiến thức bóng đá nhưng ad làm tôi thất vọng quá cần nghe số tiền thật sự quyến bán đô.  ko tôi vẩn còn giữ bài báo năm xưa đây
@yoodtv8462,chỉ vì 2 3 mươi triệu ..thì thời đó đúng là nát thiệt ... phải biết là nếu có người phát hiện thì ok xong ... mà vì thế chắc lúc đó 2 3 mươi triệu chắc to lắm đối với cầu thủ akk
@thuhuyennananana1694,thiên tài cái đầu buồi. bóng đá là cả 1 tập thể đòan kết.đã làm dc cái cc gì  chưa . chưa làm dc cái cc gì đã bán độ tổ quốc. mày làm video này ngứa dái vl
@quangbui1596,"Tặng cho anh thần đông bóng đá VN một chữ tiếc <br>Tiếc cho một con người biết vươn nguời đi lên <br>Tiếc cho một thần đồng của bóng đá VN <br>Tiếc cho một thiên tài đã bị cảm xúc chi phối con người <br>Tiếc cho một ngôi sao đã bị đồng tiền làm mờ đôi mắt .<br>Tiếc rất tiếc ,bao lâu nữa người VN mới có một người như thế ."
@moc2296,Thiên tài bán độ à =)))
@Vantran-sm1bk,Quyến sinh ra vào thời điểm này thi tuyệt vời
@dangvanhiep1988,"kỹ thuật, tốc độ, dứt điểm đều hoàn hảo, quá đáng tiếc"
@phananhtugaiban1612,nếu tao sinh đúng thời.tao đéo nghèo.bọn mày nói như đầu buổi
@thuthuynguyen561,Tiếc
@junpham6677,"Nhìn tiến linh , đức chinh ,công phượng thì khôg ai có khả năng săn bàn dc như a cả"
@ThoNguyenvantho-bs6qu,"nếu Văn Quyến  ko lạc đường thì khi ấy Việt Nam đã ko ngại Thái Lan hay bất cứ đối thủ nào ở ĐNA, tiếc lắm nhưng biết làm sao"
@ManhNguyen-we2db,Bán đi cái gọi là màu cờ sắc áo
@nguyenkhachung1,"Thần linh xứ Nghệ,bệ hạ xứ Thanh đúng là quê của Hồ Chí Minh có khác."
@ManhNguyen-we2db,Thằng bán độ này còn đưa lên làm gì mấy ông
@gheicbucuakawatanahoya9889,Nhưng để công bằng mà nói tài năng của quyến so với thằng công phượng bây giờ còn lớn hơn nhiều.
@sonpotter6325,"Nếu k phải do tiền thời ấy, thì bóng đá Việt Nam đã khác"
@nguyencamau400,Cho chết bà nó ik
@nguyenbui7330,"Nếu bóng đá hồi đó dc tặng thưởng nhiều như bây h, thì có lẽ sẽ ko có bán độ"
@gheicbucuakawatanahoya9889,Dùng từ &quot;thiên tài&quot; có vẻ hơi quá
@linhnguyenchi5179,Anh đến Ninh Bình và bay luôn cả đội bóng rất đen :))
@sonpham8416,theo mình đánh giá thì văn quyến xuất sắc nhất của bóng đá viêt nam từ trước đến nay. quang hải bây giờ vẫn chưa thể bằng văn quyến được
@giaptranmanh426,Chính vq đã đưa t đến vs tình yêu bóng đá
@revAnime2,Tiếc cho một thiên tài
@tuyenac1879,Anh vẫn là idol của tôi
@mr.thinhtv345,1 video quá hay
@hainguyenhuu5525,Ngày xưa quá nhiều cám dỗ. Không như bây giờ
@phamcuong579,Thật ra thời điểm đó đá tận lực cũng ko thể ăn đc thái lan. Nên 1 cá nhân cũng ko làm nên đc trò trống gì.
@trananh6889,Giờ văn quến làm hlv của u13 slna roi nhe
@atquoc9292,Đúng phẩm chất thiên tài. Nhưng đi sai đường
@cuongtran4178,Quyến mà không bị vậy thì công vinh lại đâu có ngày hôm nay.
@phungkhang4781,Đau lòng
@baoankieu21,Khác éo gì bán nước đâu mà tiếc😡😡😡
@TV-rj2hz,BLV Anh Quân nhiều cái hay nhưng không đồng tình cách đặt tiêu đề bài này . Chỉ nên đặt là Thần đồng bóng đá việt nam chứ để gọi 2 chữ thiên tài Văn Quyến còn kém xa
@grabuongpho390,Đăng để cho các cầu thủ bây giờ nếu có bán độ thì nghĩ đến Quyến
@ducdungnguyen9882,tài năng nhưng đéo có nhân phẩm
@unetidman4137,"Tiếc thật , chỉ có Quyến béo mới làm cho mình thấy có nhiều cảm xúc nhất 😓😓"
@TamLe-rp6ww,Thần Đồng bóng đá Văn quyến năm xưa chỉ là cầu trẻ người lớn chỉ sau làm vậy thôi....
@lechannga,a nói về hoàn cảnh và ước mơ đổi đời nhiều quá .đừng bào chữa
@doanhoang3061,Nếu sinh ra dưới thời Pac Hang Seo thì Việt Nam là thế lực Châu Á
@redhortensia9002,"Những thằng bán màu cờ sắc áo, dù chỉ 1 lần cũng không đáng để nhắc lại. Đời nó tàn cũng đáng lắm."
@leerdongchun,Nếu anh ko phạm sai lầm thì lê công vinh sao có cái sái đó mà húp :))
@minhthanhvo9064,Doi voi tao van quyen van la so 1. . Tai nang van la so 1 nhung so phan qua ngiet nga va anh da om cua ko dung thoi ...
@tienthanh3375,Văn quyến thì quá đẳng cấp r
@ngalinhnguyen3028,Mình đã treo hình của VQ suốt mấy năm và đến bjo vẫn rất thích VQ
@2uynh,Hãnh diện khi hiện tại VN có lứa cầu thủ &#39; sạch&#39;
@Hopnhacanime68,chuẩn messi
@LocNguyen-91,"Tài năng kiệt xuất của bóng đá Việt Nam , thế hệ sau chưa ai bằng đc a , thật đáng tiếc cho 1 tài năng , giá như Quyến sinh ra ở thời này thì đã khác ."
@ngongocchau3000,"Nhờ có tấm gương này, mà phần nào giúp lứa trẻ bây giờ chơi bóng nghiêm túc hơn.<br>Biết cách để không mắc bệnh ngôi sao, biết đoàn kết, biết cống hiến, biết tránh cạm bẫy.<br>Thôi thì chấp nhận vậy cũng được, mặc dù cũng hơi tiếc :v"
@m1nhphong,đồ das vn đẹp thật
@HoangTran-jq8fr,Tiếc cho 1 số phận
@xavichinh3192,Hưng Nguyên chứ không phải Hưng Yên Nghệ An đâu nhé
@khuehuetv48,Hy vong hoc tro thầy pakk Không Phai bán độ như văn quyền
@cacanhaiphat1953,"Ko thể tha thứ cho bọn bán độ , ...... Nhưng nó hay thật , tiếc"
@moang262,Neu tao thi tao tu hinh
@hezoiori8289,"Trách Văn Quyến 1 thì trách VFF 10 trách Khán giá 100 và Trách truyền thông 1000 lần . Nếu không có sự tung hô quá đà , nếu như không có sự hướng dẫn về đường đi nước bước , thì Văn Quyến đâu đến nổi rơi vào vòng lao lý . Kể cả hiện tại bây giờ cũng vậy , việc tung hô quá đà của truyền thông báo chí , giúp làm hư cầu thủ . Điển hình là thủ môn Bùi Tiến Dũng , sau một mùa giải thành công cùng u23 , Tiến Dũng đang cho thấy sự sa sút , anh tặng Indo 1 bàn thắng cho không . Nếu không có sự xuất sắc của các đồng đội thì Việt Nam thua múi mặt rồi . Nên mấy đứa Fan Cuồng bớt bớt lại , truyền thông báo chí cũng đừng tâng bốc quá để rồi khi đội tuyển thua , cầu thủ mắc sai lầm là vùi dập người ta không thương tiếc"
@cheerup6783,"Văn quyến là thần buồi, tự hào gì thằng 3 que đấy"
@khangthanhthienseafood5589,"Đơn cử như những người vì cái lợi trước mắt mà mất miếng ăn lâu dài người ta gọi là khôn lỏi, chứ như CV như bây giờ tiền tài vô khoáng vợ đẹp con xinh an nhàn kinh doanh còn có tiền giúp lại cho các thế hệ trẻ lại."
@nguyenthanhlong852,Đm. Mọi sự so sánh đều là khập khiễng.
@huykienao9424,Có tài nhưng không có đức
@hklmvbgjk9845,Thằng này là thằng nào có giỏi hơn siêu sao công phọt à quên công phượng đang tỏa sáng tại châu âu ko
@tuankhi9688,Rồi rồi...cuối cùng tao cũng biết tại sao ông tao đặt tên là Quyến😔😔
@tuyennopro4981,Tới giờ vẫn chưa ai thay thế dk VQ10
@Gianghp310,"Tốc độ, kỹ thuật, bản năng sát thủ. Đôi chân này đáng lẽ phải dành cho châu Âu."
@truongnam6652,Thik anh thật sự
@yeucuala3818,Đào tạo con của quyến sẽ có quyến thứ 2 xuất hiện
@anh7599,Văn quyến như Maradona
@Fananhbay1992,Quôc vượng mới là kẻ đáng bị nguyền rủa
@AnhNguyen-tg1pp,Bán độ mang vứt
@ongbutofficial6398,1 thời cuồn anh. nhớ mãi năm đó phải đội áo mưa qua nhà hàng sớm xem anh đá bóng
@quoctuantran2932,Làm gì Thiên tài ghế vậy.noi quá
@ntvlog1532,Đã bán danh dự của tổ quốc thì có tài mấy cũng k nên tung hô.
@tgamexxx4121,Thằng rác rưởi
@tien-mtinh121,Nếu Văn Quyến Không Dính Vòng Lao Lý Thì Thử Hỏi Lê Công Vinh Đang Ở Đâu?
@hungtrinh769,Em tiếc cho văn Quyến lắm
@tuanngheancmb5663,Nói thật VN ko biết lúc nào mới có ng như Văn Quyến. Kể cả Quang Hải hay Công Phượng bjo mới chỉ tiệm cận đẳng cấp của a. Quyến cầm bóng rất lắt léo thanh thoát. Dứt điểm tinh tế. Mà cái này nó thuộc về phẩm chất. Ko phải ai cũng có. Như messi vậy
@thahu224,Le công vinh lúc do du bi
@lieuhai5960,Vẫn tha thứ được cho Anh vì dù Anh Bán Độ nhưng vẫn Bán Độ thắng ...
@tatien7854,"Mấy ông cứ bảo bán độ = bán nước là tđn nhỉ... thật sự thì cũng chỉ vì đồng tiền, vì cuộc sống. Đất Nghệ An nổi tiếng là miền đất của những nhân tài. Tiếc cho a ấy là kinh tế thời đó k đc như bg để có những tài trợ cho VQ. Giá mà lúc đó a ấy vượt qua cái nghịch cảnh đó thì bg a ấy đã là huyền thoại và có tất cả tiền tài danh vọng. Thật sự đáng tiếc :( kb đến bg Việt Nam ms có thêm một ng nữa khiến NHM thổn thức sau mỗi pha đi bóng giống Quyến. :’("
@ngockhanh7350,Đồng l. Thì có... Bán rẻ nhân phẩm.. Bán rẻ vinh quang đất nước... Là nỗi nhục thì đúng hơn.. Ngồi đó mà tung hô.. Hồng sơn.. Huỳnh đức thì đéo ns.. Ns tới cái thằng bán nc này..
@Toanthaytuanlk,Tiếc!!!!!<br>Cái thời đó đi đâu cũng nghe tới tên Văn Quyến :(
@xuanhaitran38,"Sau Văn Quyến bóng đá VN vẫn chưa sản sinh ra nhân tài nào thay thế dc.Dù Công Phượng đã nở hoa nhưng tài năng ko thể so sánh,hôm qua xem Tiến Linh Đức Chinh mà buồn"
@nguyenquy3378,Chưa từng có tiền đạo nào xuất sắc như thế! Chỉ tiếc là cái nghèo....
@ucanhnguyen2203,Mù mắt vì đồng tiền :(
@pisagroup5814,Mãi k quyên dc Văn Quyến :(
@Hoangtran-up1es,vẫn thường xuyên đọc tin về a . với a quyến người dân nghệ an nghe tin a về đá phủi vẫn chạy đên xem bằng đc
@huyskyofficial8558,"Khi đó mà nhà tại trợ nói ai ghi bàn đầu tiên thì 1 tỷ hay 500trịu thì quyến đâu đến nỗi ,, giờ thì cứ mỗi trận nhà tài trợ đều treo giãi thì lấy đâu ra bán độ"
@NhanLe-ww5cv,đội hình trong mơ ngày đó. ko dính phốt bán độ vn đã vươn tầm châu á lâu rồi.
,Thần đồng BÁN ĐỘ
@thiencaveff8572,có tài k có đức thì như phế vật thôi
@oppaxoay1149,Giá như 😴😴😄
@letrieu7565,Hưng nguyên nghệ an k phải hưng yên nha :(((
@KwonBln,"Tiền Đoạn hay nhất của VN, anh để lại cả khối thằng chân gỗ VN phải e thẹn."
@QuyenLe-yk5oz,Sai nhưng không nên phủ nhận tài năng của cậu ấy!
@nguyenquangtien9251,"Tài gì loại đó, đm ở nam mỹ thì chết cmm lâu rồi"
@Chau-Be0,"Tiếc cho một thần đồng, đến mãi hiện tại chưa thấy ai có kĩ thuật được như Quyến.<br>Tài luôn đi với Tai 1 vần.<br>Vâng, ấy là cái duyên số."
@quochuynguyen1552,"Thế nào gọi là thiên tài? Trình độ ad đến lớp mấy? <br>Cỡ Văn Quyến xách dép được cho các giải hạng nhất Anh, Pháp, Tây ban nha ... chưa ?"
@Hoangvlog95,Haizzz . Thời nhỏ xem bóng cũng thích văn quyến lắm .  Đây gọi là &quot; Đoạ lạc thiên sứ &quot;
@Phamvanbachdj133,Dứt điểm là điều Công Phượng thiếu -- !! để. Xh văn quyến 2
@trongpham852,Thấy tiếc nên tôi mới bình luân. Tôi sinh ra ở nghệ an cũng gần lò đào tạo nên  Tôi nghĩ đại diện cho một bộ phận không nhỏ người việt nam lúc bấy giờ  thật ra thế này. Còn lớp trẻ  tâm 2k mấy bây giờ chỉ chắc nghe  kể lại nên vào hùa không biêt gì<br>Cảm xúc lúc ấy : hồi ấy có lẽ 100 người thì phải 99 hoặc cả 100 người đều biết văn quyến. Thời ấy ai cũng đang hâm mộ bóng đá. Đến nỗi xem giải câu lạc bộ mà còn mua vé chợ đen. Tôi còn đi kiếm vé bán người chật kín. Mọi ngườii còn trèo thang để vào  sân xem . Có người thì trèo lên cây. Để nói sự hâm mộ thời ấy thế nào. Ai cũng mê . Câu lạc bộ mà con thế các bạn nghĩ xem khi việt nam đá trên tv thì người hâm mộ thế nào . Kể cả thế nào vẫn xem. Chứ giờ hâm mộ nhưng do cuộc sống giờ khác mọi người đều nghĩ nhiều cái. Lo cho cuộc sống. Nghĩ đồng tiền nhiều hơn nên khác. <br>Lúc sinh ra tài năng như quyến lúc đó các cầu thủ nước ngoài nổi tiếng nhiều người biết k nhầm thì rooney. Owen . Zidan. Henry. Rô béo  các lot. Adriano. Ronaldinho. R.caclot. nếu tôi k nhầm cùng thời đó. Hoặc có thể trc nhưng mọi nguoi vẫn hâm mộ. Quyến vào đá mà các đứa trẻ như tôi lúc ấy.  Đi chỉ nghĩ đên quyến. Ước đc như quyến. Nhất là quả đập đất vào. Đi đâu cũng nghe kể. Đi đá đâu cũng muốn diễn tả lại. Vì hồi đó k như giờ. Mà giờ cũng không thể có  quả xử lý đc vậy ở việt  nam. Lúc đó quyến trong long moi nguoi như maradona vậy. Vì việt nam hồi ấy đội hinh đâu đều đc như giờ. Chỉ mong bóng đên chân quyến là quyến xử lý k mất bóng hoặc vào hoặc đột phá. Cảm giác cứ chỉ cần cả đội chuyền đc bóng cho quyến vậy.  Nên thần đồng là còn khen nhẹ. Nếu phải khen hơn. Quyến đc mọi người trông mong. Đc moi ngươi đợi. Cảm giác có quyến là có tất cả vậy. Cứ nghĩ nếu chuyền bóng ở gôn ta  thì quyến sẽ dắt bóng như maradona lên gôn bạn và sút vào. <br>Vì sao lại như vậy. Vì hôi đó bóng đá đâu đc như giờ. Tài năng thiên bẩm đào tạo thì ít. Chứ như giờ đc đào tạo từ nhỏ HAGL . Nhưng về viêt nam kể cả như công phượng quang hải  đâu lam đc như quyến. Mà trong khi nguyên 1 tập thể dc đào tạo bài bản. Trong khi quyến lại một mình. <br>Công vinh hồi ấy cứ vào sân là moi người bực vì quyến đã quá hay thành ra công vinh như gà mắc tóc . Nên xem rất ức chế. Nên chả ai cho vào sân làm gì. Cvinh có vào đá với quyến thì như kiểu người đứng nhìn lót cho quyến đá. Thật sự là k lam dc gì . <br>Lo đào tạo ở nghệ an thì giờ k biết. Hồi trc thì toàn dân chơi với dân xã hội rất nhiều. Nằm trong xóm nước đen nên văn quyến rất dễ bị lôi kéo  .  <br>Còn bán độ 20 triệu. Thật ra quyến giàu sao lại bán 20 triệu. Lúc đó ai cũng nghĩ là bắt độ việt nam thắng 20 triệu. Để quyết tâm thắng hơn. Chứ trong tâm lý quyênd lúc đó. Chắc nghĩ thắng 1-0 là ngon rồi. Chứ mình đâu có bán thua đâu nên không sao  nhưng dù sao đã bán độ là sai hoàn toàn. Người dân  lúc đó thật sự tiếc cho quyến con nghĩ thôi quyến vào tù đc các anh công an cho tập đá bóng ra đá vẫn hay như thường nhưng điêu đó là k thể. <br>Người ta biết có tài có tật nhưng ai chả quý thần đồng của mình nên mọi người bỏ qua hết các tật xấu của quyến. Nhưng riêng phân bán độ. Chả khác gì quyến dội một gáo nước lạnh cho toàn dân . Mọi người đang rất yêu quý anh. Nhưng ai có thể tha thứ đc khi anh bán độ. Lúc đó ai không nghĩ anh bán màu áo của nước mình. Bán cả tình cảm của mọi nguoi vì tiền. A dội một gáo nước lạnh cảm giác nó rất giân. Nhưng ai cũng quá tiếc nuối. Tiếc nuối giống như mình có một đứa con làm thạc sĩ hay giám đốc mà bị nghiện vậy. <br>Vì tất cả niền tin mọi người dành cho a. Cho bóng đá. Cả quốc vượng nữa. Mà còn bán độ thì thử hỏi lúc đó ai tin vào bóng đá vn nữa . Nên từ lúc đó mọi người quay lưng hoàn toàn với bóng đá câu lạc bộ . Chả còn mấy ai đi xem dù cho miễn phí. Trừ segame hay aff vì mọi người xem vì lòng yêu tổ quốc. Chứ chả ai muốn xem thứ bóng đá đó nữa. Nhưng giờ thì khác <br>Còn công vinh nếu thật sư mà nói thì công vinh gặp thời. Ai ở lúc đó thì biết  công vinh với văn quyến mà so thì chắc cv 5/10 văn quyên 10/10 . Từ kỹ thuật. Sự lý tôc độ. Thông minh chớp thời cơ . Sút phạt. ...v ..v. thử hỏi nếu văn quyến k bị bắt thì cv có đc đá chính k. Và nếu đc đá mà đá với văn quyến  thì công vinh liệu có vượt qua tỏa sáng nổi . Có cho dù văn quyến chuyền bóng rồi công vinh rê qua 2 người sutd vào thì mọi người vẫn sẽ khen văn quyến chuyền hay. Chứ chả ai khen cv Thế mới nói văn quyến hồi áy moi người hâm mộ chú ý thế nào . Nên nêu vquyen k bi bắt  thì cv mãi k tỏa sáng dc. Nhiều người còn đùa văn quyến ngu thật nếu k thì  thủy tiên hay tiền của cv chắc là của văn quyến hết có khi còn hơn<br>Thôi quá khứ đã qua Cảm ơn hlv hàn quốc và đội tuyển việt nam  bây giờ đã mang lại cho chúng ta thật nhiều cảm xúc và đoàn kết hơn
@phatnguyen5507,Tôi rất buồn khi không được xem văn quyến thi đấu
@alatpho4042,Quá đáng tiếc <br>Quá uổng cho a quyến
@HieuNguyenvncoder,"Đồ phản quốc! Mang màu cờ sắc áo mà còn bán độ được, không khác gì bọn bán nước..."
@nhokxjnhsg,Tốc độ<br>Sức mạnh<br>Kỹ thuật<br>Tỳ người<br>Bẻ sườn sút bóng<br>Cứa lòng cầu vồng<br>Di chuyển không bóng<br>Nguồn cảm hứng cho toàn đội và người hâm mộ<br>Tiếc cho bạn quá VĂN QUYẾN
@tuanthanh5419,“Có tài nhưng không có đức ! ”
@MinhNguyen-dn7df,"Rất hâm mộ văn quyến, và cho đến nay, vẫn chưa hâm mộ một ai khác ngoài anh. anh đá rất có nét, khác hẳn với các cầu thủ trước tới giờ mà mọi người vẫn luôn tung hô."
@anhlehoang2688,Có tài mà không có đức thì sao?
@thienhoang8384,SAO vậy hã anh sao anh &quot;bán độ&quot; anh làm đau lòng người hâm mộ anh làm đau lòng &quot;đất nước&quot; nếu anh không phản bội đất nước rồi chính anh cũng xa nghã&#39; thì bây giờ bóng đá &quot;VIỆT NAM&quot; sẽ có rất nhiều Thần Đồng noi theo gương anh giúp đất nước mình vinh quang......😭😭😭😭
@duytan248,"blv ho lao, quang hải không bằng văn quyến..."
@fcb2536,Không ai tắm hai lần trên cùng một dòng sông
@PhatNguyen-zc8bt,Toi gio van tiec cho QV
@bakien2555,Nếu ko dính phốt Văn Quyến chắc tung hoành trời Âu cmnr
@dzvuvohai9373,:(  clip buồn nhất cúả A.Q cũng và là mọi ng hâm mộ
@dzvuvohai9373,=) Đến nay vẩn thích VQ
@trangialapquoc8658,Mọi người đừng so sánh Vanh Quyến với Công Vinh nữa <br>Văn Quyến là thiên tài còn Công Vinh là huyền thoại
@chucaoson,Đi rừng ngon ^^
@saigonngaynay7355,Chưa có người thứ hai soán ngôi của vq... nhưng quá tiếc
@vangnguyen8516,Văn Quyến chỉ so sáng ngang Phi Sơn thôi.
@daji1899,"Hello Anh Quân, Chúc Anh Có ngày vui vẽ khi đọc Cmt này ạ, Và anh Có Thể Nào Làm về LÊ CÔNG VINH không anh ạ! Em Cảm Ơn<br><br>tôi hy vọng tất cả nhìn thấy Cmt này!<br>From An Giang With Love &lt;3"
@thienbui7482,giống G Best :)
@minhquanbui8025,"Mình cũng là người rất thích vq, cũng buồn vì chuyện đó nhưng q nói câu &quot;vừa thắng lại vừa có tiền mà,&quot; vô cùng tiếc cho vq"
@trinhnguyen-jz9td,Nhắc đến cái thằng bán nước làm gì.
@thangduong7798,"Tiếc con cặc gì, không được cái danh hiệu lồn gì"
